content|author
Người mà trong tâm chứa đầy cách nghĩ và cách nhìn của mình thì sẽ không bao giờ nghe được tiếng lòng người khác.|Đức Phật
Hủy diệt người chỉ cần một câu, xây dựng người lại mất ngàn lời, xin bạn "Đa khẩu hạ lưu tình".|Đức Phật
Vốn dĩ không cần quay đầu lại xem người nguyền rủa bạn là ai? Giả sử bạn bị chó điên cắn bạn một phát, chẳng lẽ bạn cũng phải chạy đến cắn lại một phát?|Đức Phật
Đừng bao giờ lãng phí một giây phút nào để nghĩ nhớ đến người bạn không hề yêu thích.|Đức Phật
Mong bạn đem lòng từ bi và thái độ ôn hòa để bày tỏ những nỗi oan ức và bất mãn của mình, có như vậy người khác mới khả dĩ tiếp nhận.|Đức Phật
Cùng là một chiếc bình như vậy, tại sao bạn lại chứa độc dược? Cùng một mảnh tâm tại sao bạn phải chứa đầy những não phiền như vậy?|Đức Phật
Những thứ không đạt được, chúng ta sẽ luôn cho rằng nó đẹp đẽ, chính vì bạn hiểu nó quá ít, bạn không có thời gian ở chung với nó. Nhưng rồi một ngày nào đó khi bạn hiểu sâu sắc, bạn sẽ phát hiện nó vốn không đẹp như trong tưởng tượng của bạn.|Đức Phật
Sống một ngày là có diễm phúc của một ngày, nên phải trân quý. Khi tôi khóc, tôi không có dép để mang thì tôi lại phát hiện có người không có chân.|Đức Phật
Tốn thêm một chút tâm lực để chú ý người khác chi bằng bớt một chút tâm lực phản tỉnh chính mình, bạn hiểu chứ?|Đức Phật
Hận thù người khác là một mất mát lớn nhất đối với mình.|Đức Phật
Mỗi người ai cũng có mạng sống, nhưng không phải ai cũng hiểu được điều đó, thậm chí trân quý mạng sống của mình hơn. Người không hiểu được mạng sống thì mạng sống đối với họ mà nói chính là một sự trừng phạt.|Đức Phật
Tình chấp là nguyên nhân của khổ não, buông tình chấp bạn mới được tự tại.|Đức Phật
Đừng khẳng định về cách nghĩ của mình quá, như vậy sẽ đỡ phải hối hận hơn.|Đức Phật
Khi bạn thành thật với chính mình, thế giới sẽ không ai lừa dối bạn.|Đức Phật
Người che đậy khuyết điểm của mình bằng thủ đoạn tổn thương người khác là kẻ đê tiện.|Đức Phật
Người âm thầm quan tâm chúc phúc người khác, đó là một sự bố thí vô hình.|Đức Phật
Đừng gắng sức suy đoán cách nghĩ của người khác, nếu bạn không phán đoán chính xác bằng trí huệ và kinh nghiệm thì mắc phải nhầm lẫn là lẽ thường tình.|Đức Phật
Muốn hiểu một người, chỉ cần xem mục đích đến và xuất phát điểm của họ có giống nhau không, thì có thể biết được họ có thật lòng không.|Đức Phật
Chân lý của nhân sinh chỉ là giấu trong cái bình thường đơn điệu.|Đức Phật
Người không tắm rửa thì càng xức nước hoa càng thấy thối. Danh tiếng và tôn quý đến từ sự chân tài thực học. Có đức tự nhiên thơm.|Đức Phật
Thời gian sẽ trôi qua, để thời gian xóa sạch phiền não của bạn đi.|Đức Phật
Bạn cứ xem những chuyện đơn thuần thành nghiêm trọng, như thế bạn sẽ rất đau khổ.|Đức Phật
Người luôn e dè với thiện ý của người khác thì hết thuốc cứu chữa.|Đức Phật
Nói một lời dối gian thì phải bịa thêm mười câu không thật nữa để đắp vào, cần gì khổ như vậy?|Đức Phật
Sống một ngày vô ích, không làm được chuyện gì, thì chẳng khác gì kẻ phạm tội ăn trộm.|Đức Phật
Quảng kết chúng duyên, chính là không làm tổn thương bất cứ người nào.|Đức Phật
Im lặng là một câu trả lời hay nhất cho sự phỉ báng.|Đức Phật
Cung kính đối với người là sự trang nghiêm cho chính mình.|Đức Phật
Có lòng thương yêu vô tư thì sẽ có tất cả.|Đức Phật
Đến là ngẫu nhiên, đi là tất nhiên. Cho nên bạn cần phải "Tùy duyên mà hằng bất biến, bất biến mà hằng tùy duyên".|Đức Phật
Từ bi là vũ khí tốt nhất của chính bạn.|Đức Phật
Chỉ cần đối diện với hiện thực, bạn mới vượt qua hiện thực.|Đức Phật
Lương tâm là tòa án công bằng nhất của mỗi người, bạn dối người khác được nhưng không bao giờ dối nổi lương tâm mình.|Đức Phật
Người không biết yêu mình thì không thể yêu được người khác.|Đức Phật
Có lúc chúng ta muốn thầm hỏi mình, chúng ta đang đeo đuổi cái gì? Chúng ta sống vì cái gì?|Đức Phật
Đừng vì một chút tranh chấp mà xa lìa tình bạn chí thân của bạn, cũng đừng vì một chút oán giận mà quên đi thâm ân của người khác.|Đức Phật
Cảm ơn đời với những gì tôi đã có, cảm ơn đời những gì tôi không có.|Đức Phật
Nếu có thể đứng ở góc độ của người khác để nghĩ cho họ thì đó mới là từ bi.|Đức Phật
Nói năng đừng có tánh châm chọc, đừng gây thương tổn, đừng khoe tài cán của mình, đừng phô điều xấu của người, tự nhiên sẽ hóa địch thành bạn.|Đức Phật
Thành thật đối diện với mâu thuẫn và khuyết điểm trong tâm mình, đừng lừa dối chính mình.|Đức Phật
Nhân quả không nợ chúng ta thứ gì, cho nên xin đừng oán trách nó.|Đức Phật
Đa số người cả đời chỉ làm được ba việc: Dối mình, dối người, và bị người dối.|Đức Phật
Tâm là tên lừa đảo lớn nhất, người khác có thể dối bạn nhất thời, nhưng nó lại gạt bạn suốt đời.|Đức Phật
Chỉ cần tự giác tâm an, thì đông tây nam bắc đều tốt. Nếu còn một người chưa độ thì đừng nên thoát một mình.|Đức Phật
Khi trong tay bạn nắm chặt một vật gì mà không buông xuống, thì bạn chỉ có mỗi thứ này, nếu bạn chịu buông xuống, thì bạn mới có cơ hội chọn lựa những thứ khác. Nếu một người luôn khư khư với quan niệm của mình, không chịu buông xuống thì trí huệ chỉ có thể đạt đến ở một mức độ nào đó mà thôi.|Đức Phật
Nếu bạn có thể sống qua những ngày bình an, thì đó chính là một phúc phần rồi. Biết bao nhiêu người hôm nay đã không thấy được vầng thái dương của ngày mai, biết bao nhiêu người hôm nay đã trở thành tàn phế, biết bao nhiêu người hôm nay đã đánh mất tự do, biết bao nhiêu người hôm nay đã trở thành nước mất nhà tan.|Đức Phật
Bạn có nhân sinh quan của bạn, tôi có nhân sinh quan của tôi, tôi không dính dáng gì tới bạn. Chỉ cần tôi có thể, tôi sẽ cảm hóa được bạn. Nếu không thể thì tôi đành cam chịu.|Đức Phật
Bạn hy vọng nắm được sự vĩnh hằng thì bạn cần phải khống chế hiện tại.|Đức Phật
Ác khẩu, mãi mãi đừng để nó thốt ra từ miệng chúng ta, cho dù người ta có xấu bao nhiêu, có ác bao nhiêu. Bạn càng nguyền rủa họ, tâm bạn càng bị nhiễm ô, bạn hãy nghĩ, họ chính là thiện tri thức của bạn.|Đức Phật
Người khác có thể làm trái nhân quả, người khác có thể tổn hại chúng ta, đánh chúng ta, hủy báng chúng ta. Nhưng chúng ta đừng vì thế mà oán hận họ, vì sao? Vì chúng ta nhất định phải giữ một bản tánh hoàn chỉnh và một tâm hồn thanh tịnh.|Đức Phật
Nếu một người chưa từng cảm nhận sự đau khổ khó khăn thì rất khó cảm thông cho người khác. Bạn muốn học tinh thần cứu khổ cứu nạn, thì trước hết phải chịu đựng được khổ nạn.|Đức Phật
Thế giới vốn không thuộc về bạn, vì thế bạn không cần vứt bỏ, cái cần vứt bỏ chính là những tánh cố chấp. Vạn vật đều cung ứng cho ta, nhưng không thuộc về ta.|Đức Phật
Bởi chúng ta không thể thay đổi được thế giới xung quanh, nên chúng ta đành phải sửa đổi chính mình, đối diện với tất cả bằng lòng từ bi và tâm trí huệ.|Đức Phật
Thất bại lớn nhất của đời người là tự đại.|Đức Phật
Ngu dốt lớn nhất của đời người là dối trá.|Đức Phật
An ủi lớn nhất của đời người là Bố thí.|Đức Phật
Đáng khâm phục nhất của đời người là vươn lên sau khi ngã.|Đức Phật
Tài sản lớn nhất của đời người là sức khỏe và trí tuệ.|Đức Phật
Khiếm khuyết lớn nhất của đời người là kém hiểu biết.|Đức Phật
Những lời nhân từ tử tế có thể ngắn và dễ nói song âm vang của chúng thật còn mãi.|Đức Phật
Chạy trốn một nan đề chỉ làm cho việc giải quyết lùi xa thêm mà thôi! Cách dễ nhất để thoát khỏi nan đề là giải quyết nó.|Đức Phật
Cách hay nhất trong cuộc sống là hãy lắng nghe mọi người và học nơi mọi người, vì không ai là biết tất cả và mỗi người biết một điều gì đó.|Đức Phật
Sai lầm lớn nhất của đời người là đánh mất chính mình.|Đức Phật
Hạnh phúc không phải là điều tự nhiên mà có. Nó đến từ những hành động của chính bạn.|Đức Đạt Lai Lạt Ma
Tình yêu là sự vắng bóng của xét đoán.|Đức Đạt Lai Lạt Ma
Tôn giáo của tôi rất đơn giản. Tôn giáo của tôi là lòng tốt.|Đức Đạt Lai Lạt Ma
Hãy nhớ rằng mối quan hệ tốt nhất là mối quan hệ mà tình yêu bạn dành cho nhau vượt hơn sự cần phải có nhau.|Đức Đạt Lai Lạt Ma
Im lặng đôi khi là câu trả lời tốt nhất.|Đức Đạt Lai Lạt Ma
Tình yêu và lòng từ bi là những điều cần thiết, không phải xa xỉ. Không có nó, loài người không thể sống còn.|Đức Đạt Lai Lạt Ma
Mục đích chính trong đời của chúng ta là giúp đỡ người khác. Và nếu bạn không thể giúp họ, ít nhất đừng hại họ.|Đức Đạt Lai Lạt Ma
Nếu một vấn đề có thể giải quyết được, chẳng có gì mà phải lo lắng. Nếu một vấn đề không thể giải quyết được, lo lắng cũng chẳng có ích gì. Vậy thì tại sao phải lo lắng?|Đức Đạt Lai Lạt Ma
Đây là tôn giáo đơn giản của tôi. Không cần đền chùa. Không cần triết lý phức tạp. Tâm trí bạn chính là đền chùa. Và lòng tốt chính là triết lý.|Đức Đạt Lai Lạt Ma
Mục đích chính của tôn giáo là để rao giảng tình yêu, từ bi, nhẫn nại, chịu khó, khiêm tốn và tha thứ.|Đức Đạt Lai Lạt Ma
Nên biết rằng một tình yêu lớn và một thành công lớn luôn chứa đựng một sự mạo hiểm lớn.|Đức Đạt Lai Lạt Ma
Nếu bạn muốn người khác hạnh phúc, luyện tập từ bi. Nếu bạn muốn chính mình hạnh phúc, luyện tập từ bi.|Đức Đạt Lai Lạt Ma
Hãy nhìn những đứa trẻ. Khi chúng giận ai, chúng biểu lộ ra, xong rồi thôi. Chúng vẫn có thể chơi với người đó vào ngày mai.|Đức Đạt Lai Lạt Ma
Bạn phải hỏi chính mình xem bạn muốn sống như thế nào. Chúng ta sống rồi chúng ta chết, đây là sự thật mà chỉ một mình chúng ta có thể đối diện. Không ai có thể cứu chúng ta, ngay cả Phật. Nên hãy suy ngẫm cẩn thận, điều gì đang ngăn chặn bạn khỏi lối sống mà bạn muốn sống?|Đức Đạt Lai Lạt Ma
Mọi khổ đau đều bắt nguồn từ vô minh. Người ta làm tổn thương nhau chỉ vì ích kỉ theo đuổi hạnh phúc và thỏa mãn cho chính họ.|Đức Đạt Lai Lạt Ma
Càng được thúc đẩy bởi tình yêu, hành động của bạn càng tự do và không sợ hãi.|Đức Đạt Lai Lạt Ma
Chúng ta có thể sống mà không có tôn giáo hay thiền định, nhưng chúng ta không thể sống mà không có tình người.|Đức Đạt Lai Lạt Ma
Bạn cũ đi, bạn mới đến. Cũng như ngày cũ đi, ngày mới đến. Điều quan trọng là phải làm sao cho nó có ý nghĩa, một người bạn ý nghĩa, hay một ngày mới ý nghĩa.|Đức Đạt Lai Lạt Ma
Chúng ta không bao giờ có thể có được hòa bình trên thế giới cho tới khi chúng ta có được hòa bình trong thâm tâm.|Đức Đạt Lai Lạt Ma
Mục đích của tất cả những truyền thống tôn giáo lớn trên thế giới không phải là để xây dựng những ngôi đền to lớn bên ngoài, mà là để xây dựng những ngôi đền thiện lành và từ bi bên trong, trong trái tim chúng ta.|Đức Đạt Lai Lạt Ma
Cách để thay đổi suy nghĩ người khác là bằng tình cảm, không phải bằng giận dữ.|Đức Đạt Lai Lạt Ma
Hãy chia sẻ kiến thức của bạn. Đó là cách để trở thành bất tử.|Đức Đạt Lai Lạt Ma
Sống không giận không hờn không oán trách, Sống mỉm cười với thử thách chông gai, Sống vươn lên theo kịp ánh ban mai, Sống chan hòa với những người chung sống.|Thích Nhất Hạnh
Sống là động nhưng lòng luôn bất động, Sống là thương nhưng lòng chẳng vấn vương, Sống yên vui danh lợi mãi coi thường, Tâm bất biến giữa dòng đời vạn biến.|Thích Nhất Hạnh
Trăm năm trước thì ta chưa gặp, Trăm năm sau biết gặp lại không, Cuộc đời sắc sắc không không, Thôi thì hãy sống hết lòng với nhau.|Thích Nhất Hạnh
Đẹp là khi bạn là chính mình, không cần được ai đó công nhận, bạn chỉ cần chấp nhận bản thân mình.|Thích Nhất Hạnh
Vì bạn còn sống, mọi chuyện đều có thể xảy ra.|Thích Nhất Hạnh
Thức dậy vào mỗi buổi sáng, Tôi mỉm cười. Hai mươi bốn giờ mới đang ở trước mắt. Tôi hứa sống với từng khoảnh khắc và nhìn mọi vật bằng con mắt thương cảm.|Thích Nhất Hạnh
Cuộc sống chỉ hiện hữu ở giây phút hiện tại.|Thích Nhất Hạnh
Niềm hy vọng rất quan trọng vì nó có thể làm cho hiện tại bớt khó khăn hơn. Nếu chúng ta tin vào ngày mai tươi sáng, ta có thể đương đầu với thử thách của hôm nay.|Thích Nhất Hạnh
Quá khứ đã qua đi, tương lai vẫn chưa đến, và nếu ta không quay lại với hiện tại, ta không thể bắt nhịp với cuộc sống.|Thích Nhất Hạnh
Nếu bạn yêu ai đó, món quà quí nhất bạn có thể tặng họ là sự có mặt của mình.|Thích Nhất Hạnh
Tôi hứa với chính mình rằng, tôi sẽ tận hưởng từng giây phút mà mình có được để sống.|Thích Nhất Hạnh
Vì bạn cười, bạn làm cuộc sống này đẹp hơn.|Thích Nhất Hạnh
Mỉm cười, thở và đi từng bước.|Thích Nhất Hạnh
Thấu hiểu nỗi đau của người khác là món quà to lớn nhất mà bạn có thể trao tặng họ. Thấu hiểu là tên gọi khác của yêu thương. Nếu bạn không thể thấu hiểu, thì bạn chẳng thể yêu thương.|Thích Nhất Hạnh
Cũng như một người làm vườn biết cách dùng phân bón để cho ra những bông hoa tươi đẹp, người tu tập biết tận dụng nỗi đau khổ để tạo ra hạnh phúc.|Thích Nhất Hạnh
Tự do có được nhờ tu tập và thói quen. Bạn phải rèn luyện mình cách bước đi như một người tự do, ngồi như một người tự do và ăn như một người tự do. Chúng ta phải rèn luyện bản thân về cách sống như thế nào.|Thích Nhất Hạnh
Nói "Tôi yêu bạn" có nghĩa là "Tôi có thể mang tới cho bạn sự bình yên và hạnh phúc". Để làm được điều đó, trước tiên, chính bạn phải là người có được những điều đó đã.|Thích Nhất Hạnh
Một người tức giận là do không giải quyết được những đau buồn của mình. Họ là nạn nhân đầu tiên của sự đau buồn đó, còn bạn là người thứ hai. Hiểu được điều này, lòng từ bi sẽ nảy nở trong tim và sự tức giận sẽ tan biến. Đừng trừng phạt họ, thay vào đó, hãy nói gì đó, làm gì đó để vơi bớt nỗi đau buồn.|Thích Nhất Hạnh
Chúng ta được tạo ra từ ánh sáng. Chúng ta là những đứa trẻ của ánh sáng. Chúng ta là con cái của thần mặt trời.|Thích Nhất Hạnh
Mỗi người chúng ta nên tự hỏi mình: Tôi thật sự muốn gì? Trở thành người thành công số 1? Hay đơn giản là người hạnh phúc? Để thành công, bạn có thể phải hi sinh hạnh phúc của mình. Bạn có thể trở thành nạn nhân của thành công, nhưng bạn không bao giờ là nạn nhân của hạnh phúc.|Thích Nhất Hạnh
Hãy bước đi như thể bạn đang hôn trái đất bằng bàn chân của mình.|Thích Nhất Hạnh
Khi một người làm bạn đau khổ, ấy là vì ẩn sâu bên trong, nỗi đau khổ của anh ta đang tràn trề. Anh ta không đáng bị trừng phạt. Anh ta cần sự giúp đỡ.|Thích Nhất Hạnh
Đôi khi niềm vui mang tới nụ cười. Nhưng cũng đôi khi, chính nụ cười mang tới niềm vui.|Thích Nhất Hạnh
Hạnh phúc là được là chính mình. Bạn không cần phải được thừa nhận bởi người khác. Chỉ cần chính bạn thừa nhận mình là được rồi.|Thích Nhất Hạnh
Bởi vì bạn đang sống nên mọi thứ đều có thể thành sự thật.|Thích Nhất Hạnh
Hãy cười, thở và bước đi thật chậm.|Thích Nhất Hạnh
Mỗi sáng thức dậy, tôi lại mỉm cười. Hai mươi tư tiếng mới mẻ đang ở trước mắt tôi. Tôi nguyện sống trọn cho từng phút giây và xem xét mọi thứ bằng ánh nhìn từ bi.|Thích Nhất Hạnh
Những mầm mống khổ đau trong bạn có thể thật mạnh mẽ, nhưng đừng đợi cho đến khi mọi khổ đau đi hết rồi mới cho phép mình được hạnh phúc.|Thích Nhất Hạnh
Nhiều người cho rằng sự náo nhiệt là hạnh phúc. Nhưng khi quá náo nhiệt, sẽ không có bình yên. Hạnh phúc thật sự dựa trên sự bình yên.|Thích Nhất Hạnh
Hành động của tôi nói lên tôi là ai.|Thích Nhất Hạnh
Niềm hi vọng là điều rất quan trọng. Nó giúp cho hiện tại bớt khắc nghiệt. Nếu ta hi vọng rằng ngày mai sẽ tốt đẹp hơn, ta sẽ chịu đựng được khó khăn của hôm nay.|Thích Nhất Hạnh
Nếu bạn yêu ai đó nhưng hiếm khi dành thời gian cho họ thì đó không phải tình yêu thật sự.|Thích Nhất Hạnh
Tình yêu của bạn phải khiến cho người yêu cảm thấy tự do.|Thích Nhất Hạnh
Thời khắc hiện tại tràn ngập niềm vui và hạnh phúc. Chỉ cần bạn để tâm, bạn sẽ nhìn thấy chúng.|Thích Nhất Hạnh
Tôi tự hứa với lòng mình rằng tôi sẽ vui sống từng phút giây mà đời ban cho tôi.|Thích Nhất Hạnh
Tất cả suy nghĩ, lời nói, hành động của bạn đều mang dấu ấn của riêng bạn.|Thích Nhất Hạnh
Con người đau khổ là vì các thành kiến. Khi nhìn mọi thứ cởi mở hơn, chúng ta sẽ tự do và chẳng còn khổ đau nữa.|Thích Nhất Hạnh
Nếu chúng ta bình an, chúng ta hạnh phúc, chúng ta có thể cười. Và mọi người trong gia đình, trong xã hội có thể hưởng niềm vui từ chính sự bình an của ta.|Thích Nhất Hạnh
Cội nguồn của tình yêu nằm sâu trong mỗi chúng ta. Chúng ta có thể giúp người khác hạnh phúc. Một lời nói, một hành động, một suy nghĩ cũng có thể làm vơi nỗi buồn và tăng hạnh phúc cho người khác.|Thích Nhất Hạnh
Tôi đã tới. Tôi đang ở nơi cần ở. Điểm đến của tôi nằm trên mỗi bước đi.|Thích Nhất Hạnh
Chúng ta cần học cách nghỉ ngơi và thư giãn. Nó giúp ta phòng chống bệnh tật và giảm ngừa căng thẳng. Nó giúp ta có tâm trí sáng suốt để tập trung giải quyết các vấn đề.|Thích Nhất Hạnh
Mỗi hơi thở, mỗi bước đi của chúng ta có thể lấp đầy bởi bình an, hạnh phúc và sự thanh thản.|Thích Nhất Hạnh
Tĩnh lặng là điều cốt lõi. Chúng ta cần tĩnh lặng như chúng ta cần không khí, như cái cây cần ánh sáng. Nếu tâm trí chúng ta lúc nào cũng đầy những từ ngữ và suy nghĩ, thì lấy đâu ra không gian cho chính chúng ta.|Thích Nhất Hạnh
Nhiệm vụ quan trọng nhất của nền văn minh là dạy cho con người biết tư duy.|Khuyết danh
Người nào hay nói về mình là người chỉ nghĩ đến mình và người chỉ nghĩ đến mình là người thiếu giáo dục, dù học vấn của họ đến đâu chăng nữa.|Khuyết danh
Sự học trước hết phải biết phân biệt việc nghĩa với việc hại.|Khuyết danh
Thói xấu nhất là sự buông tuồng, kẻ thù nguy hiểm nhất là sự ngu dốt.|Ngạn ngữ Nhật Bản
Học mà không suy nghĩ thì vô ích; suy nghĩ mà không học thì hiểm nghèo.|Khổng Tử
Giáo dục một người là đào luyện cho họ có thể đối đầu với mọi hoàn cảnh.|Khuyết danh
Chừng nào anh chưa sửa được chính mình, anh không thể sửa được người khác.|Ngạn ngữ Trung Quốc
Cái ích lợi nhất rút từ những kiến thức ra là cái giúp ta những quan niệm chính xác về bản thân và dạy ta biết cách xử thế.|Khuyết danh
Sách là kho tàng đã và đang cho ta trí tuệ và biến ta thành người có tri thức, học rộng, tài cao.|Khuyết danh
Pháp luật đơn giản và cố định luôn tốt hơn pháp luật hoàn thiện mà lại không có uy quyền.|Xiusdide
Đừng cho rằng mình cao nhất, pháp luật còn cao hơn.|Thomas
Pháp luật là vị quan tòa không biết nói, và quan tòa là pháp luật biết nói.|Jiayerwene
Thật đáng tiếc rằng để trở thành một người yêu nước tốt, anh phải trở thành kẻ thù của tất cả phần còn lại của nhân loại.|Voltaire
Nếu có một ngày, tôi có đủ khả năng cống hiến cho lợi ích công cộng của chúng ta, tôi cho rằng mình sẽ là người hạnh phúc nhất thế giới.|Ingres
Ai mong cầu càng ít, hạnh phúc của họ càng lớn; ai hi vọng càng ít, tự do của họ sẽ càng nhiều.|Gorky
Không có ai yêu đất nước mình vì lãnh thổ lớn hay nhỏ hoặc vì sức nước mạnh hay yếu. Mọi người yêu nó vì nó là tổ quốc của mình.|Seneca
Không có chiếc chìa khoá vạn năng nào có thể mở cửa vào nền văn hoá của một dân tộc, ngoại trừ chính tâm hồn của dân tộc ấy.|Khuyết danh
Không có con đê pháp luật án ngữ thì tự do chỉ là một dòng sông phá hoại.|J. B. Say
Người vĩ đại là cột mốc và giới tuyến của quốc gia.|Edmund Burke
Tự do là ngọc vô giá mà thượng đế đã ban cho chúng ta, tất cả tài sản dưới lòng đất hay ở đáy biển sâu đều không thể sánh bằng. Tự do và thể diện như nhau, đáng được cầm tính mệnh để liều mạng. Mất tự do trở thành nô dịch là việc đau khổ nhất đời người.|Cervantes
Kẻ phản bội tổ quốc, đầu hàng ngoại bang, vừa không được sự tôn trọng của ngoại bang, vừa bị sự khinh miệt của đồng bào.|Aisopos
Chỗ kết thúc của pháp luật là nơi bắt đầu của chuyên chế.|Peter
Nếu cả quốc gia thật sự đã cảm thấy nhục nhã, vậy nó sẽ giống như con sư tử dưới hình dạng sâu đo, chuẩn bị lao về phía trước.|Marx
Tự do tuyệt đối của một cá nhân là điên cuồng, tự do tuyệt đối của một quốc gia là hỗn loạn.|Romain Rolland
Tự do có giá trị quan trọng hơn bất kì tư tưởng nào, khi tiếp nhận ơn huệ thì đã mất đi tự do.|Sadi
Tôi chỉ nuối tiếc một điều: tôi chỉ có một sinh mệnh hy sinh vì tổ quốc.|Hal
Chỉ có vì lợi ích chung của quốc gia mà thực hiện báo thù mới là chính nghĩa.|Bacon
Tự do không phải là quyền lợi mà là nghĩa vụ.|Berdaev
Vinh dự lớn nhất là được bảo vệ Tổ quốc.|Aristotle
Bi kịch châm biếm mọi thứ pháp luật không quản nổi, hài kịch châm biếm mọi thứ pháp luật không đụng tới.|Lessing
Giá trị của quốc gia, nói ngắn gọn chính là sự tổng hợp tất cả những giá trị của nhân dân trên quốc gia đó.|Mille
Tự do trong lương tâm là cái thiện trong tinh thần chí cao vô thượng.|Ciweger
Cuộc sống không phải là tất cả. Còn cần biết sống một cuộc đời không phải vì mình, mà vì mọi người, vì Tổ quốc.|A. Bogomolet
Pháp luật phải giống như cái chết, không khoan dung bất kì ai.|Montesquieu
Chỉ có một việc quan trọng nhất là yêu nhân dân, yêu tổ quốc, dùng trí óc và linh hồn để phục vụ.|Nicolaisuyev
